Bengali,Meitei Mayek
মমায়্দা,ꯃꯃꯥꯌꯗꯥ
ক্রেদিত,ꯀꯔ꯭ꯦꯗꯤꯠ
পীরক্খি,ꯄꯤꯔꯛꯈꯤ
ইন্টরসে,ꯏꯟꯇꯔꯁꯦ
ষ্টোমাক,ꯁꯇ꯭ꯣꯃꯥꯛ
চেন্নাই,ꯆꯦꯟꯅꯥꯏ
পোরবঃদর,ꯄꯣꯔꯕঃꯗꯔ
মমীৎশীং,ꯃꯃꯤꯠꯁꯤꯡ
ইপিক্নি,ꯏꯄꯤꯛꯅꯤ
ফিজেৎসু,ꯐꯤꯖꯦꯠꯁꯨ
লৌখত্পা,ꯂꯧꯈꯠꯄꯥ
অকুপ্পা,ꯑꯀꯨꯞꯄꯥ
হিংসাগি,ꯍꯤꯡꯁꯥꯒꯤ
য়ৌগদবদি,ꯌꯧꯒꯗꯕꯗꯤ
পীরিবসি,ꯄꯤꯔꯤꯕꯁꯤ
মচানুপী,ꯃꯆꯥꯅꯨꯄꯤ
মতোম্দা,ꯃꯇꯣꯝꯗꯥ
ন্বিংগী,ꯅꯋ꯭ꯤꯡꯒꯤ
সুবিধাও,ꯁꯨꯕꯤꯙꯥꯑꯣ
ছাত্রগী,ꯁꯥꯇꯔ꯭ꯒꯤ
অশিংবদু,ꯑꯁꯤꯡꯕꯗꯨ
চত্চরোই,ꯆꯠꯆꯔꯣꯏ
ফার্মগী,ꯐꯥꯔꯃꯒꯤ
কিলোৱাট,ꯀꯤꯂꯣꯋꯥꯠ
ইষ্ট্রি,ꯏꯁꯇꯔ꯭ꯤ
লিঙ্কিং,ꯂꯤꯡꯀꯤꯡ
দিজিটেল,ꯗꯤꯖꯤꯇꯦꯜ
পেমেন্ত,ꯄꯦꯃꯦꯟꯇ
দিগ্রেদ,ꯗꯤꯒꯔ꯭ꯦꯗ
ৱাখল্না,ꯋꯥꯈꯜꯅꯥ
অনৌবনি,ꯑꯅꯧꯕꯅꯤ
ম্রিগাল,ꯃꯔ꯭ꯤꯒꯥꯜ
মৈখুশীং,ꯃꯩꯈꯨꯁꯤꯡ
ফৎত্রে,ꯐꯠꯇꯔ꯭ꯦ
য়াওবিয়ু,ꯌꯥꯑꯣꯕꯤꯌꯨ
চৎখিববু,ꯆꯠꯈꯤꯕꯕꯨ
তপোত্নি,ꯇꯄꯣꯠꯅꯤ
লেটেক্স,ꯂꯦꯇꯦꯛꯁ
পোর্তেল,ꯄꯣꯔꯇꯦꯜ
রিমার্ক,ꯔꯤꯃꯥꯔꯀ
ঙসাইদগী,ꯉꯁꯥꯏꯗꯒꯤ
ওপোজিসন,ꯑꯣꯄꯣꯖꯤꯁꯟ
অচাক্পা,ꯑꯆꯥꯛꯄꯥ
মমাংদগী,ꯃꯃꯥꯡꯗꯒꯤ
তূম্গনি,ꯇꯨꯝꯒꯅꯤ
শাঊন্গী,ꯁꯥꯎꯟꯒꯤ
তরুক্না,ꯇꯔꯨꯛꯅꯥ
স্প্লিট,ꯁꯄ꯭ꯂꯤꯠ
অঃেদ্রা,ꯑঃꯦꯗꯔ꯭ꯥ
ওক্টোবর,ꯑꯣꯛꯇꯣꯕꯔ
চাহল্লু,ꯆꯥꯍꯜꯂꯨ
সাইত্রস,ꯁꯥꯏꯇꯔ꯭ꯁ
ফংবিগনি,ꯐꯪꯕꯤꯒꯅꯤ
ৱারেন্ট,ꯋꯥꯔꯦꯟꯇ
থাজদবগী,ꯊꯥꯖꯗꯕꯒꯤ
থাজদেনে,ꯊꯥꯖꯗꯦꯅꯦ
থাদব্রা,ꯊꯥꯗꯕꯔ꯭ꯥ
শারম্চত,ꯁꯥꯔꯝꯆꯠ
লাক্নবি,ꯂꯥꯛꯅꯕꯤ
ৱাশক্কা,ꯋꯥꯁꯛꯀꯥ
অরান্গা,ꯑꯔꯥꯟꯒꯥ
সরকারবু,ꯁꯔꯀꯥꯔꯕꯨ
ইকোলোজি,ꯏꯀꯣꯂꯣꯖꯤ
নুমিৎনি,ꯅꯨꯃꯤꯠꯅꯤ
শিখিবোই,ꯁꯤꯈꯤꯕꯣꯏ
লোধাশিং,ꯂꯣꯙꯥꯁꯤꯡ
অকোয়রোণ,ꯑꯀꯣꯌꯔꯣꯟ
ষ্টাফকী,ꯁꯇ꯭ꯥꯐꯀꯤ
এজুকেসন,ꯑꯦꯖꯨꯀꯦꯁꯟ
লৈশিংসু,ꯂꯩꯁꯤꯡꯁꯨ
ফর্টাইল,ꯐꯔꯇꯥꯏꯜ
শাশিংগী,ꯁꯥꯁꯤꯡꯒꯤ
তারক্পা,ꯇꯥꯔꯛꯄꯥ
চেঞ্জবু,ꯆꯦꯟꯖꯕꯨ
নুমিদাং,ꯅꯨꯃꯤꯗꯥꯡ
কিরম্মী,ꯀꯤꯔꯝꯃꯤ
হায়্হৌই,ꯍꯥꯌꯍꯧꯏ
মোর্টার,ꯃꯣꯔꯇꯥꯔ
কদায়দগী,ꯀꯗꯥꯌꯗꯒꯤ
মকোক্কী,ꯃꯀꯣꯛꯀꯤ
লৌখোংগী,ꯂꯧꯈꯣꯡꯒꯤ
সরেন্দর,ꯁꯔꯦꯟꯗꯔ
লৈরম্দে,ꯂꯩꯔꯝꯗꯦ
পাল্লগে,ꯄꯥꯜꯂꯒꯦ
ফজগন্দে,ꯐꯖꯒꯟꯗꯦ
স্কোলার,ꯁꯀ꯭ꯣꯂꯥꯔ
হঃেদ্রদ,ꯍঃꯦꯗꯔ꯭ꯗ
থুংলুরে,ꯊꯨꯡꯂꯨꯔꯦ
প্রিজুম,ꯄꯔ꯭ꯤꯖꯨꯝ
শক্তিসু,ꯁꯛꯇꯤꯁꯨ
চিরঞ্জি,ꯆꯤꯔꯟꯖꯤ
ইমোসনেল,ꯏꯃꯣꯁꯅꯦꯜ
ফাওবদসু,ꯐꯥꯑꯣꯕꯗꯁꯨ
স্কিমিং,ꯁꯀ꯭ꯤꯃꯤꯡ
কৌরকেদো,ꯀꯧꯔꯀꯦꯗꯣ
শঙ্গায়্,ꯁꯡꯒꯥꯌ
হায়বফাও,ꯍꯥꯌꯕꯐꯥꯑꯣ
লাক্কনি,ꯂꯥꯛꯀꯅꯤ
সিইওশিং,ꯁꯤꯏꯑꯣꯁꯤꯡ
হারক্কে,ꯍꯥꯔꯛꯀꯦ
অশিংবদো,ꯑꯁꯤꯡꯕꯗꯣ
শেন্দোই,ꯁꯦꯟꯗꯣꯏ
ইত্যাদি,ꯏꯇꯌ꯭ꯥꯗꯤ
চার্জসু,ꯆꯥꯔꯖꯁꯨ
পেতেন্ট,ꯄꯦꯇꯦꯟꯇ
ওইরিবনো,ꯑꯣꯏꯔꯤꯕꯅꯣ
বুধিষ্ট,ꯕꯨꯙꯤꯁꯇ
কৌবোইরে,ꯀꯧꯕꯣꯏꯔꯦ
দিয়েছেন,ꯗꯤꯌꯦꯁꯦꯟ
হায়্জগে,ꯍꯥꯌꯖꯒꯦ
স্ততিওন,ꯁꯇ꯭ꯇꯤꯑꯣꯟ
লায়নাগী,ꯂꯥꯌꯅꯥꯒꯤ
মচীচীরক,ꯃꯆꯤꯆꯤꯔꯛ
মরুওইদে,ꯃꯔꯨꯑꯣꯏꯗꯦ
ফন্দদগী,ꯐꯟꯗꯗꯒꯤ
বেজলাইন,ꯕꯦꯖꯂꯥꯏꯟ
খুবম্দি,ꯈꯨꯕꯝꯗꯤ
টেনান্ট,ꯇꯦꯅꯥꯟꯇ
লিমিতেদ,ꯂꯤꯃꯤꯇꯦꯗ
লাঞ্জাও,ꯂꯥꯟꯖꯥꯑꯣ
নোন্জরি,ꯅꯣꯟꯖꯔꯤ
মখোয়্গা,ꯃꯈꯣꯌꯒꯥ
কোষ্টকী,ꯀꯣꯁꯇꯀꯤ
শুপ্নগী,ꯁꯨꯞꯅꯒꯤ
শাবীগনি,ꯁꯥꯕꯤꯒꯅꯤ
ন্বাইরম,ꯅꯋ꯭ꯥꯏꯔꯝ
তাথরবদি,ꯇꯥꯊꯔꯕꯗꯤ
য়ুম্থোং,ꯌꯨꯝꯊꯣꯡ
মাংজবসি,ꯃꯥꯡꯖꯕꯁꯤ
হল্লক্এ,ꯍꯜꯂꯛꯑꯦ
অনিসিবু,ꯑꯅꯤꯁꯤꯕꯨ
শুদোরকু,ꯁꯨꯗꯣꯔꯀꯨ
শাউরবসু,ꯁꯥꯎꯔꯕꯁꯨ
টার্গেট,ꯇꯥꯔꯒꯦꯠ
রিলেটেদ,ꯔꯤꯂꯦꯇꯦꯗ
ইন্টিটি,ꯏꯟꯇꯤꯇꯤ
নিংশিংউ,ꯅꯤꯡꯁꯤꯡꯎ
ওইরিবদি,ꯑꯣꯏꯔꯤꯕꯗꯤ
য়ৌগন্দে,ꯌꯧꯒꯟꯗꯦ
মরূম্সূ,ꯃꯔꯨꯝꯁꯨ
দিসলাইক,ꯗꯤꯁꯂꯥꯏꯛ
ত্রান্স,ꯇꯔ꯭ꯥꯟꯁ
ন্বারোই,ꯅꯋ꯭ꯥꯔꯣꯏ
থবাক্তা,ꯊꯕꯥꯛꯇꯥ
কেম্পেন,ꯀꯦꯝꯄꯦꯟ
রিৱার্ম,ꯔꯤꯋꯥꯔꯃ
সুকুমার,ꯁꯨꯀꯨꯃꯥꯔ
টোতোশীং,ꯇꯣꯇꯣꯁꯤꯡ
দিজিজবু,ꯗꯤꯖꯤꯖꯕꯨ
লাইরবগী,ꯂꯥꯏꯔꯕꯒꯤ
মখোঙ্দা,ꯃꯈꯣꯡꯗꯥ
য়াথংদগী,ꯌꯥꯊꯪꯗꯒꯤ
তৌজবাগী,ꯇꯧꯖꯕꯥꯒꯤ
কয়াম্মা,ꯀꯌꯥꯝꯃꯥ
বেদান্ত,ꯕꯦꯗꯥꯟꯇ
সিঞ্চাই,ꯁꯤꯟꯆꯥꯏ
মমায়শীং,ꯃꯃꯥꯌꯁꯤꯡ
য়ুজরশীং,ꯌꯨꯖꯔꯁꯤꯡ
মথ্ৱায়্,ꯃꯊꯋꯥꯌ
মতুংদদি,ꯃꯇꯨꯡꯗꯗꯤ
নত্তেকো,ꯅꯠꯇꯦꯀꯣ
ইন্দবগী,ꯏꯟꯗꯕꯒꯤ
শীন্নরে,ꯁꯤꯟꯅꯔꯦ
লৈতাবগী,ꯂꯩꯇꯥꯕꯒꯤ
একাদমিক,ꯑꯦꯀꯥꯗꯃꯤꯛ
সেক্সকী,ꯁꯦꯛꯁꯀꯤ
চহিসিগী,ꯆꯍꯤꯁꯤꯒꯤ
অধম্মর্,ꯑꯙꯝꯃꯔ
কারক্পা,ꯀꯥꯔꯛꯄꯥ
য়ারম্দে,ꯌꯥꯔꯝꯗꯦ
হিঃদুগী,ꯍꯤঃꯗꯨꯒꯤ
মতোক্তা,ꯃꯇꯣꯛꯇꯥ
ডেতাসেত,ꯗꯦꯇꯥꯁꯦꯠ
রেজিমেন,ꯔꯦꯖꯤꯃꯦꯟ
ণ্ণত্মত,ꯅꯅ꯭ꯠꯃꯠ
স্কিলিং,ꯁꯀ꯭ꯤꯂꯤꯡ
চংহন্দে,ꯆꯪꯍꯟꯗꯦ
ভেরিএসন,ꯚꯦꯔꯤꯑꯦꯁꯟ
খঙ্দ্রে,ꯈꯡꯗꯔ꯭ꯦ
মনুংদনি,ꯃꯅꯨꯡꯗꯅꯤ
ঙামীশীং,ꯉꯥꯃꯤꯁꯤꯡ
টার্গেত,ꯇꯥꯔꯒꯦꯠ
পেন্নখি,ꯄꯦꯟꯅꯈꯤ
টিকাশীং,ꯇꯤꯀꯥꯁꯤꯡ
সোভিয়েট,ꯁꯣꯚꯤꯌꯦꯠ
কোলেজসু,ꯀꯣꯂꯦꯖꯁꯨ
ফাউবদসু,ꯐꯥꯎꯕꯗꯁꯨ
হৈস্নাম,ꯍꯩꯁꯅꯥꯝ
মতোম্তা,ꯃꯇꯣꯝꯇꯥ
সেকেন্দ,ꯁꯦꯀꯦꯟꯗ
লবুক্তা,ꯂꯕꯨꯛꯇꯥ
পরটুসিস,ꯄꯔꯇꯨꯁꯤꯁ
মনেম্না,ꯃꯅꯦꯝꯅꯥ
হায়রগদি,ꯍꯥꯌꯔꯒꯗꯤ
ওক্তুসু,ꯑꯣꯛꯇꯨꯁꯨ
বাল্টিন,ꯕꯥꯜꯇꯤꯟ
সাইলেঃট,ꯁꯥꯏꯂꯦঃꯠ
কোপোরেত,ꯀꯣꯄꯣꯔꯦꯠ
লৈবোইরে,ꯂꯩꯕꯣꯏꯔꯦ
সাইবরগী,ꯁꯥꯏꯕꯔꯒꯤ
ৱার্কিং,ꯋꯥꯔꯀꯤꯡ
তার্গেট,ꯇꯥꯔꯒꯦꯠ
তন্থবগী,ꯇꯟꯊꯕꯒꯤ
রিসিভিং,ꯔꯤꯁꯤꯚꯤꯡ
চংলিবনি,ꯆꯪꯂꯤꯕꯅꯤ
নায়েংনে,ꯅꯥꯌꯦꯡꯅꯦ
মবেম্মা,ꯃꯕꯦꯝꯃꯥ
য়োক্চরে,ꯌꯣꯛꯆꯔꯦ
প্রোপোজ,ꯄꯔ꯭ꯣꯄꯣꯖ
শোয়রবদি,ꯁꯣꯌꯔꯕꯗꯤ
শৌগত্পা,ꯁꯧꯒꯠꯄꯥ
কৌজরক্ই,ꯀꯧꯖꯔꯛꯏ
য়েন্শাং,ꯌꯦꯟꯁꯥꯡ
মচানুপি,ꯃꯆꯥꯅꯨꯄꯤ
মুভিশীং,ꯃꯨꯚꯤꯁꯤꯡ
চেল্লোই,ꯆꯦꯜꯂꯣꯏ
ৱাহৈশিং,ꯋꯥꯍꯩꯁꯤꯡ
প্লানেট,ꯄꯂ꯭ꯥꯅꯦꯠ
কম্দৌরি,ꯀꯝꯗꯧꯔꯤ
কাগদৌরি,ꯀꯥꯒꯗꯧꯔꯤ
চীক্পবু,ꯆꯤꯛꯄꯕꯨ
চল্লবনি,ꯆꯜꯂꯕꯅꯤ
শেন্দোং,ꯁꯦꯟꯗꯣꯡ
ভাবক্কী,ꯚꯥꯕꯛꯀꯤ
শুরক্পা,ꯁꯨꯔꯛꯄꯥ
করম্নদি,ꯀꯔꯝꯅꯗꯤ
ফিটিংগী,ꯐꯤꯇꯤꯡꯒꯤ
তৌবীখরে,ꯇꯧꯕꯤꯈꯔꯦ
মীশক্নি,ꯃꯤꯁꯛꯅꯤ
মরাংশীং,ꯃꯔꯥꯡꯁꯤꯡ
এটেন্দি,ꯑꯦꯇꯦꯟꯗꯤ
যুনিকোদ,ꯌꯨꯅꯤꯀꯣꯗ
মঙায়্রে,ꯃꯉꯥꯌꯔ꯭ꯦ
টেন্দোন,ꯇꯦꯟꯗꯣꯟ
দিষ্টিক,ꯗꯤꯁꯇꯤꯛ
কোক্থোঙ,ꯀꯣꯛꯊꯣꯡ
পক্কাগী,ꯄꯛꯀꯥꯒꯤ
ঙাংবশীং,ꯉꯥꯡꯕꯁꯤꯡ
ফিভম্দা,ꯐꯤꯚꯝꯗꯥ
রুপেঅতৈ,ꯔꯨꯄꯦꯑꯇꯩ
চংখ্রেজ,ꯆꯪꯈꯔ꯭ꯦꯖ
লৌখিবগে,ꯂꯧꯈꯤꯕꯒꯦ
পূগদবনি,ꯄꯨꯒꯗꯕꯅꯤ
রাউঃদগী,ꯔꯥꯎঃꯗꯒꯤ
স্লিপিং,ꯁꯂ꯭ꯤꯄꯤꯡ
এদিপিপি,ꯑꯦꯗꯤꯄꯤꯄꯤ
অনীসিগী,ꯑꯅꯤꯁꯤꯒꯤ
কোয়্রোত,ꯀꯣꯌꯔ꯭ꯣꯠ
ফোর্সেস,ꯐꯣꯔꯁꯦꯁ
অয়েত্পা,ꯑꯌꯦꯠꯄꯥ
ৱার্মিং,ꯋꯥꯔꯃꯤꯡ
লৌথবিয়ু,ꯂꯧꯊꯕꯤꯌꯨ
ৱেবসাইৎ,ꯋꯦꯕꯁꯥꯏꯠ
ফজখিগনি,ꯐꯖꯈꯤꯒꯅꯤ
চাক্থোং,ꯆꯥꯛꯊꯣꯡ
অশোম্দা,ꯑꯁꯣꯝꯗꯥ
উরুবামী,ꯎꯔꯨꯕꯥꯃꯤ
যাতায়াত,ꯌꯥꯇꯥꯌꯥꯠ
হয়িংশীং,ꯍꯌꯤꯡꯁꯤꯡ
চৈবকাসু,ꯆꯩꯕꯀꯥꯁꯨ
করিথবক্,ꯀꯔꯤꯊꯕꯛ
শৈরেংগী,ꯁꯩꯔꯦꯡꯒꯤ
মুচুয়ল,ꯃꯨꯆꯨꯌꯜ
তৌরম্মী,ꯇꯧꯔꯝꯃꯤ
সেক্সগী,ꯁꯦꯛꯁꯒꯤ
খোঙ্গুল,ꯈꯣꯡꯒꯨꯜ
নোটিফাই,ꯅꯣꯇꯤꯐꯥꯏ
প্রোসেস,ꯄꯔ꯭ꯣꯁꯦꯁ
ওইগল্লি,ꯑꯣꯏꯒꯜꯂꯤ
হন্থগনি,ꯍꯟꯊꯒꯅꯤ
তৌরবশিং,ꯇꯧꯔꯕꯁꯤꯡ
শামুদগী,ꯁꯥꯃꯨꯗꯒꯤ
চাববুদি,ꯆꯥꯕꯕꯨꯗꯤ
মমিত্তা,ꯃꯃꯤꯠꯇꯥ
সিদিশিং,ꯁꯤꯗꯤꯁꯤꯡ
চন্নবগী,ꯆꯟꯅꯕꯒꯤ
ওইজরবসু,ꯑꯣꯏꯖꯔꯕꯁꯨ
লাইফলোং,ꯂꯥꯏꯐꯂꯣꯡ
শোয়ররোই,ꯁꯣꯌꯔꯔꯣꯏ
শিপ্পিং,ꯁꯤꯞꯄꯤꯡ
পাইখৎলি,ꯄꯥꯏꯈꯠꯂꯤ
অচেত্পা,ꯑꯆꯦꯠꯄꯥ
ভারতিয়,ꯚꯥꯔꯇꯤꯌ
ব্রোঞ্জ,ꯕꯔ꯭ꯣꯟꯖ
ভেক্যুম,ꯚꯦꯀꯌ꯭ꯨꯝ
সোভরেইন,ꯁꯣꯚꯔꯦꯏꯟ
মবেল্না,ꯃꯕꯦꯜꯅꯥ
তোক্কনি,ꯇꯣꯛꯀꯅꯤ
থাবদিনে,ꯊꯥꯕꯗꯤꯅꯦ
শিগদৌরে,ꯁꯤꯒꯗꯧꯔꯦ
লিশিংগী,ꯂꯤꯁꯤꯡꯒꯤ
শাউনিংই,ꯁꯥꯎꯅꯤꯡꯏ
চেত্তিং,ꯆꯦꯠꯇꯤꯡ
পীথক্পা,ꯄꯤꯊꯛꯄꯥ
নোক্নগে,ꯅꯣꯛꯅꯒꯦ
তোক্পদো,ꯇꯣꯛꯄꯗꯣ
টর্মশিং,ꯇꯔꯃꯁꯤꯡ
ন্বাংই,ꯅꯋ꯭ꯥꯡꯏ
য়াদব্রা,ꯌꯥꯗꯕꯔ꯭ꯥ
ব্লেঙ্ক,ꯕꯂ꯭ꯦꯡꯀ
লাউবদগী,ꯂꯥꯎꯕꯗꯒꯤ
দেলিভরী,ꯗꯦꯂꯤꯚꯔꯤ
মপুকি৺ং,ꯃꯄꯨꯀꯤ৺ꯪ
অতেক্পা,ꯑꯇꯦꯛꯄꯥ
সিলিকোন,ꯁꯤꯂꯤꯀꯣꯟ
পম্পশীং,ꯄꯝꯄꯁꯤꯡ
থৌওংদগী,ꯊꯧꯑꯣꯡꯗꯒꯤ
উরুরগদি,ꯎꯔꯨꯔꯒꯗꯤ
গুহাদগী,ꯒꯨꯍꯥꯗꯒꯤ
স্মোকিং,ꯁꯃ꯭ꯣꯀꯤꯡ
য়াউবদগী,ꯌꯥꯎꯕꯗꯒꯤ
লৈবদুবু,ꯂꯩꯕꯗꯨꯕꯨ
দেবোসকী,ꯗꯦꯕꯣꯁꯀꯤ
পাৱরফুল,ꯄꯥꯋꯔꯐꯨꯜ
পেমেন্ট,ꯄꯦꯃꯦꯟꯇ
লাইচৎনি,ꯂꯥꯏꯆꯠꯅꯤ
স্বেলিং,ꯁꯋ꯭ꯦꯂꯤꯡ
খংগদবনি,ꯈꯪꯒꯗꯕꯅꯤ
ইরিগেসন,ꯏꯔꯤꯒꯦꯁꯟ
কৌবিবদি,ꯀꯧꯕꯤꯕꯗꯤ
মোহম্মদ,ꯃꯣꯍꯝꯃꯗ
নিতাইবী,ꯅꯤꯇꯥꯏꯕꯤ
এদভাইজর,ꯑꯦꯗꯚꯥꯏꯖꯔ
ফুংগাদু,ꯐꯨꯡꯒꯥꯗꯨ
ব্রিটিশ,ꯕꯔ꯭ꯤꯇꯤꯁ
লোয়্নবী,ꯂꯣꯌꯅꯕꯤ
শিন্নখি,ꯁꯤꯟꯅꯈꯤ
কোঙ্গোল,ꯀꯣꯡꯒꯣꯜ
হাউব্রা,ꯍꯥꯎꯕꯔ꯭ꯥ
প্রজাসি,ꯄꯔ꯭ꯖꯥꯁꯤ
পেরাফিন,ꯄꯦꯔꯥꯐꯤꯟ
অদুবুদি,ꯑꯗꯨꯕꯨꯗꯤ
ফীরৈদগী,ꯐꯤꯔꯩꯗꯒꯤ
শারংশিং,ꯁꯥꯔꯪꯁꯤꯡ
মেদিটেট,ꯃꯦꯗꯤꯇꯦꯠ
তৌরিবসে,ꯇꯧꯔꯤꯕꯁꯦ
ময়ুম্গী,ꯃꯌꯨꯝꯒꯤ
অহাউবদি,ꯑꯍꯥꯎꯕꯗꯤ
দিজার্ট,ꯗꯤꯖꯥꯔꯇ
এনিমেসন,ꯑꯦꯅꯤꯃꯦꯁꯟ
লিডরশিং,ꯂꯤꯗꯔꯁꯤꯡ
মোইবাইল,ꯃꯣꯏꯕꯥꯏꯜ
পিএসিগী,ꯄꯤꯑꯦꯁꯤꯒꯤ
মনিংদগী,ꯃꯅꯤꯡꯗꯒꯤ
এজেন্দা,ꯑꯦꯖꯦꯟꯗꯥ
মহূম্সি,ꯃꯍꯨꯝꯁꯤ
ময়ায়্না,ꯃꯌꯥꯌꯅꯥ
অচোয়বগী,ꯑꯆꯣꯌꯕꯒꯤ
মান্নরে,ꯃꯥꯟꯅꯔꯦ
পান্দুম,ꯄꯥꯟꯗꯨꯝ
উচেক্কী,ꯎꯆꯦꯛꯀꯤ
ভেলিদেট,ꯚꯦꯂꯤꯗꯦꯠ
চেয়রমেন,ꯆꯦꯌꯔꯃꯦꯟ
ঐইচদিআর,ꯑꯩꯏꯆꯗꯤꯑꯥꯔ
শীংজংদু,ꯁꯤꯡꯖꯪꯗꯨ
পিগদবনি,ꯄꯤꯒꯗꯕꯅꯤ
লেসিশীং,ꯂꯦꯁꯤꯁꯤꯡ
ভিজুয়েল,ꯚꯤꯖꯨꯌꯦꯜ
তৌগদবনি,ꯇꯧꯒꯗꯕꯅꯤ
রিস্কতি,ꯔꯤꯁꯀꯇꯤ
তুম্গনি,ꯇꯨꯝꯒꯅꯤ
হৌগল্লি,ꯍꯧꯒꯜꯂꯤ
নাইদবসি,ꯅꯥꯏꯗꯕꯁꯤ
মশন্দোক,ꯃꯁꯟꯗꯣꯛ
কন্নবগী,ꯀꯟꯅꯕꯒꯤ
লাইচৎকী,ꯂꯥꯏꯆꯠꯀꯤ
কঙ্গারু,ꯀꯡꯒꯥꯔꯨ
ঙল্লবসু,ꯉꯜꯂꯕꯁꯨ
উশিত্তে,ꯎꯁꯤꯠꯇꯦ
চারম্মী,ꯆꯥꯔꯝꯃꯤ
ফত্তবদু,ꯐꯠꯇꯕꯗꯨ
নিশাদগী,ꯅꯤꯁꯥꯗꯒꯤ
মীরম্না,ꯃꯤꯔꯝꯅꯥ
চাউরবদি,ꯆꯥꯎꯔꯕꯗꯤ
চোকোলেট,ꯆꯣꯀꯣꯂꯦꯠ
ইবেন্না,ꯏꯕꯦꯟꯅꯥ
ষ্ট্রেন,ꯁꯇ꯭ꯔ꯭ꯦꯟ
এসিয়াগী,ꯑꯦꯁꯤꯌꯥꯒꯤ
ারোইশিন,ꯥꯔꯣꯏꯁꯤꯟ
লাঙ্গোই,ꯂꯥꯡꯒꯣꯏ
কৌরম্মী,ꯀꯧꯔꯝꯃꯤ
অঙাওবগী,ꯑꯉꯥꯑꯣꯕꯒꯤ
রামায়ণ,ꯔꯥꯃꯥꯌꯟ
এরিয়াদি,ꯑꯦꯔꯤꯌꯥꯗꯤ
নুপারোম,ꯅꯨꯄꯥꯔꯣꯝ
মথন্তগী,ꯃꯊꯟꯇꯒꯤ
মতোন্গা,ꯃꯇꯣꯟꯒꯥ
তাখল্লে,ꯇꯥꯈꯜꯂꯦ
মতাংদদি,ꯃꯇꯥꯡꯗꯗꯤ
চত্থরি,ꯆꯠꯊꯔꯤ
মৈজাওবী,ꯃꯩꯖꯥꯑꯣꯕꯤ
থৌমীশীং,ꯊꯧꯃꯤꯁꯤꯡ
পোলিওগী,ꯄꯣꯂꯤꯑꯣꯒꯤ
গ্রুমিং,ꯒꯔ꯭ꯨꯃꯤꯡ
পেসিফিক,ꯄꯦꯁꯤꯐꯤꯛ
য়ানিংদে,ꯌꯥꯅꯤꯡꯗꯦ
ফিগরশীং,ꯐꯤꯒꯔꯁꯤꯡ
দরখাষ্ট,ꯗꯔꯈꯥꯁꯇ
পীবগীসু,ꯄꯤꯕꯒꯤꯁꯨ
ন্বার্দ,ꯅꯋ꯭ꯥꯔꯗ
দিপোজিট,ꯗꯤꯄꯣꯖꯤꯠ
উরোক্না,ꯎꯔꯣꯛꯅꯥ
উহৌবদগী,ꯎꯍꯧꯕꯗꯒꯤ
য়ৌরক্খি,ꯌꯧꯔꯛꯈꯤ
অসিমাদি,ꯑꯁꯤꯃꯥꯗꯤ
ঙল্লিঙৈ,ꯉꯜꯂꯤꯉꯩ
ইকায়্রপ,ꯏꯀꯥꯌꯔ꯭ꯞ
চুঙ্গোই,ꯆꯨꯡꯒꯣꯏ
শাবিবনি,ꯁꯥꯕꯤꯕꯅꯤ
ঙক্ত্রা,ꯉꯛꯇꯔ꯭ꯥ
ফুরিৎকী,ꯐꯨꯔꯤꯠꯀꯤ
পেঃদবগী,ꯄꯦঃꯗꯕꯒꯤ
পালাদাই,ꯄꯥꯂꯥꯗꯥꯏ
ইবেল্গী,ꯏꯕꯦꯜꯒꯤ
দ্রিঙ্ক,ꯗꯔ꯭ꯤꯡꯀ
লাক্নরে,ꯂꯥꯛꯅꯔꯦ
তারিবনো,ꯇꯥꯔꯤꯕꯅꯣ
কোপিশীং,ꯀꯣꯄꯤꯁꯤꯡ
কৌবিবগে,ꯀꯧꯕꯤꯕꯒꯦ
হেন্শাং,ꯍꯦꯟꯁꯥꯡ
গাড়িকে,ꯒꯥꯔꯤꯀꯦ
লাইদুদি,ꯂꯥꯏꯗꯨꯗꯤ
য়ুএসএগী,ꯌꯨꯑꯦꯁꯑꯦꯒꯤ
ময়ায়্দা,ꯃꯌꯥꯌꯗꯥ
সন্ধ্যা,ꯁꯟꯙꯌ꯭ꯥ
কনিকাগী,ꯀꯅꯤꯀꯥꯒꯤ
থাংগৎলি,ꯊꯥꯡꯒꯠꯂꯤ
মেন্টেল,ꯃꯦꯟꯇꯦꯜ
তোক্পদু,ꯇꯣꯛꯄꯗꯨ
হেজার্দ,ꯍꯦꯖꯥꯔꯗ
রান্দিক,ꯔꯥꯟꯗꯤꯛ
কুইদ্রি,ꯀꯨꯏꯗꯔ꯭ꯤ
শিরব্রা,ꯁꯤꯔꯕꯔ꯭ꯥ
অৱাংবগী,ꯑꯋꯥꯡꯕꯒꯤ
অশাংবদু,ꯑꯁꯥꯡꯕꯗꯨ
খুম্নদে,ꯈꯨꯝꯅꯗꯦ
স্পেসিং,ꯁꯄ꯭ꯦꯁꯤꯡ
মবোক্সি,ꯃꯕꯣꯛꯁꯤ
হাংহদগে,ꯍꯥꯡꯍꯗꯒꯦ
হেরোজিৎ,ꯍꯦꯔꯣꯖꯤꯠ
নুংতিগী,ꯅꯨꯡꯇꯤꯒꯤ
ফর্নিচর,ꯐꯔꯅꯤꯆꯔ
